id_ip,group,group_class
86715,end-device,workstation
86720,end-device,wifi client
86727,end-device,workstation
86756,end-device,wifi client
86757,end-device,workstation
86758,end-device,
86760,net-device,core router
86765,end-device,wifi client
86772,end-device,
86780,end-device,
86781,end-device,
86784,end-device,wifi client
86793,end-device,wifi client
86794,end-device,wifi client
86795,end-device,wifi client
86805,end-device,
86817,end-device,
86819,end-device,wifi client
86821,end-device,workstation
86823,end-device,
86836,end-device,wifi client
86839,end-device,
86862,end-device,workstation
86865,end-device,workstation
86866,end-device,workstation
86867,end-device,workstation
86877,end-device,
86882,server,cloud
86884,end-device,workstation
86891,end-device,
86896,end-device,workstation
86908,end-device,wifi client
86924,server,vpn server
86944,end-device,wifi client
86956,end-device,wifi client
86959,end-device,wifi client
86973,end-device,wifi client
86975,end-device,wifi client
87018,server,
87062,end-device,workstation
87064,end-device,wifi client
87065,end-device,wifi client
87071,end-device,wifi client
87074,end-device,workstation
87128,end-device,wifi client
87132,end-device,wifi client
87133,end-device,wifi client
87140,end-device,
87150,end-device,
87154,end-device,wifi client
87165,server,
87175,server,web server
87217,end-device,wifi client
87222,end-device,wifi client
87243,end-device,wifi client
87271,end-device,
87279,end-device,wifi client
87296,end-device,wifi client
87297,end-device,
87302,end-device,wifi client
87332,end-device,wifi client
87342,end-device,workstation
87350,end-device,workstation
87355,end-device,wifi client
87370,end-device,workstation
87386,end-device,wifi client
87404,end-device,wifi client
87443,end-device,wifi client
87446,end-device,workstation
87468,end-device,wifi client
87480,end-device,workstation
87493,end-device,
87526,end-device,workstation
87542,end-device,
87544,end-device,
87545,end-device,wifi client
87553,end-device,wifi client
87562,end-device,wifi client
87570,end-device,wifi client
87582,server,git server
87598,end-device,workstation
87617,server,vpn server
87619,end-device,workstation
87624,end-device,
87625,end-device,wifi client
87638,end-device,workstation
87654,end-device,ip camera
87662,end-device,workstation
87666,end-device,
87668,end-device,workstation
87686,end-device,wifi client
87689,end-device,
87709,end-device,
87729,end-device,
87744,end-device,workstation
87748,end-device,wifi client
87751,end-device,
87754,end-device,
87756,end-device,workstation
87768,end-device,wifi client
87790,end-device,workstation
87800,server,git server
87826,end-device,
87838,end-device,wifi client
87845,net-device,core router
87855,server,
87866,end-device,
87869,end-device,wifi client
87891,end-device,wifi client
87907,end-device,
87911,end-device,workstation
87912,end-device,wifi client
87914,end-device,
87924,end-device,
87933,end-device,workstation
87947,end-device,wifi client
87956,end-device,workstation
87961,end-device,workstation
87965,end-device,workstation
87979,net-device,wifi router
87993,end-device,wifi client
87999,end-device,
88017,end-device,wifi client
88024,end-device,wifi client
88029,end-device,workstation
88038,end-device,wifi client
88043,end-device,workstation
88052,end-device,wifi client
88080,end-device,wifi client
88119,end-device,workstation
88126,end-device,wifi client
88148,server,vpn server
88152,end-device,
88158,end-device,workstation
88173,end-device,wifi client
88179,end-device,
88184,end-device,workstation
88218,end-device,
88229,server,proxy server
88233,end-device,wifi client
88234,end-device,workstation
88239,end-device,workstation
88244,end-device,
88245,end-device,wifi client
88251,end-device,
88267,end-device,wifi client
88281,end-device,
88287,end-device,
88304,end-device,wifi client
88316,end-device,workstation
88339,end-device,
88343,end-device,
88346,end-device,workstation
88356,server,
88357,end-device,
88371,end-device,wifi client
88403,end-device,
88409,end-device,
88420,end-device,wifi client
88439,end-device,wifi client
88452,end-device,wifi client
88472,end-device,workstation
88475,server,
88480,end-device,wifi client
88497,end-device,wifi client
88502,end-device,wifi client
88521,server,web server
88522,net-device,core router
88527,server,web server
88552,server,
88562,end-device,wifi client
88564,end-device,wifi client
88574,end-device,workstation
88579,server,
88581,end-device,workstation
88597,server,mail server
88599,end-device,workstation
88603,end-device,workstation
88612,end-device,workstation
88622,end-device,wifi client
88631,end-device,workstation
88636,end-device,
88640,end-device,wifi client
88643,end-device,wifi client
88644,end-device,wifi client
88646,server,mail server
88657,server,
88662,server,web server
88663,end-device,
88665,server,
88674,end-device,wifi client
88689,end-device,wifi client
88698,server,web server
88713,server,
88715,end-device,
88721,server,
88740,end-device,wifi client
88758,end-device,workstation
88776,end-device,workstation
88789,end-device,wifi client
88798,end-device,wifi client
88799,end-device,wifi client
88803,end-device,workstation
88810,end-device,workstation
88814,end-device,
88849,end-device,wifi client
88865,end-device,
88906,end-device,wifi client
88937,end-device,
88951,end-device,workstation
88974,end-device,workstation
88977,end-device,wifi client
88989,end-device,wifi client
89001,end-device,wifi client
89006,end-device,workstation
89011,server,
89015,end-device,wifi client
89029,end-device,workstation
89030,end-device,workstation
89033,end-device,workstation
89035,end-device,wifi client
89043,net-device,wifi router
89053,server,
89067,end-device,wifi client
89093,end-device,wifi client
89117,end-device,workstation
89121,end-device,wifi client
89124,end-device,wifi client
89131,end-device,wifi client
89137,end-device,wifi client
89139,end-device,workstation
89145,end-device,
89151,end-device,
89165,end-device,workstation
89175,server,
89186,end-device,workstation
89188,end-device,workstation
89216,end-device,wifi client
89218,end-device,
89219,end-device,workstation
89225,end-device,workstation
89230,end-device,
89235,end-device,
89238,end-device,workstation
89245,server,vpn server
89249,end-device,workstation
89288,server,cloud
89305,end-device,
89357,end-device,ip camera
89362,end-device,workstation
89370,end-device,
89373,end-device,
89378,end-device,wifi client
89393,end-device,wifi client
89401,end-device,
89418,end-device,wifi client
89423,end-device,
89427,end-device,workstation
89447,end-device,wifi client
89467,end-device,wifi client
89474,end-device,wifi client
89489,end-device,workstation
89493,end-device,workstation
89501,end-device,wifi client
89516,end-device,wifi client
89533,end-device,
89540,end-device,wifi client
89543,end-device,wifi client
89546,end-device,wifi client
89551,end-device,workstation
89565,end-device,wifi client
89579,end-device,workstation
89585,end-device,wifi client
89586,end-device,wifi client
89589,end-device,wifi client
89590,end-device,wifi client
89594,end-device,
89599,end-device,wifi client
89618,end-device,wifi client
89626,end-device,
89634,end-device,wifi client
89640,end-device,workstation
89653,end-device,wifi client
89657,end-device,wifi client
89659,end-device,workstation
89663,end-device,wifi client
89665,end-device,
89679,end-device,workstation
89691,end-device,
89701,end-device,workstation
89704,end-device,workstation
89709,server,vpn server
89727,end-device,
89732,end-device,wifi client
89749,end-device,wifi client
89750,end-device,
89772,end-device,workstation
89773,end-device,
89777,end-device,workstation
89781,end-device,wifi client
89805,end-device,wifi client
89832,server,authentication server
89838,end-device,workstation
89862,end-device,workstation
89863,end-device,wifi client
89870,server,vpn server
89872,end-device,
89877,end-device,workstation
89886,end-device,
89892,end-device,workstation
89893,end-device,
89898,end-device,wifi client
89911,server,vpn server
89924,end-device,wifi client
89937,net-device,core router
89941,server,vpn server
89942,end-device,workstation
89944,end-device,workstation
89947,end-device,wifi client
89948,end-device,
89958,end-device,wifi client
89962,end-device,ip camera
89966,end-device,
89967,end-device,wifi client
89995,end-device,wifi client
89999,end-device,wifi client
90005,end-device,
90018,server,cloud
90028,end-device,wifi client
90035,end-device,
90041,end-device,workstation
90046,end-device,wifi client
90051,end-device,workstation
90092,server,metacentrum
90093,end-device,
90101,end-device,workstation
90102,end-device,workstation
90104,end-device,wifi client
90106,end-device,
90108,end-device,wifi client
90116,end-device,workstation
90118,end-device,wifi client
90130,end-device,wifi client
90143,end-device,wifi client
90156,end-device,wifi client
90162,end-device,workstation
90166,server,web server
90167,server,
90168,end-device,workstation
90174,end-device,
90182,end-device,workstation
90196,end-device,workstation
90197,server,
90212,end-device,workstation
90217,server,
90223,end-device,
90232,server,dns server
90247,end-device,wifi client
90250,server,dns server
90263,net-device,wifi router
90264,end-device,wifi client
90282,end-device,
90284,server,
90303,server,
90307,end-device,wifi client
90314,net-device,wifi router
90319,end-device,workstation
90320,server,vpn server
90331,end-device,
90338,end-device,
90344,end-device,
90360,end-device,wifi client
90374,end-device,wifi client
90378,end-device,wifi client
90389,end-device,wifi client
90400,end-device,workstation
90402,end-device,
90404,server,vpn server
90409,end-device,workstation
90414,end-device,wifi client
90415,end-device,wifi client
90420,end-device,wifi client
90427,server,vpn server
90441,end-device,
90448,end-device,workstation
90457,end-device,wifi client
90461,end-device,workstation
90463,server,web server
90464,end-device,wifi client
90466,end-device,wifi client
90470,end-device,
90479,end-device,workstation
90482,end-device,workstation
90489,end-device,wifi client
90499,end-device,
90514,end-device,wifi client
90521,end-device,wifi client
90522,end-device,wifi client
90529,end-device,workstation
90534,end-device,
90543,end-device,
90544,end-device,wifi client
90554,server,
90581,end-device,workstation
90591,end-device,wifi client
90620,end-device,
90625,end-device,workstation
90638,server,cloud
90645,end-device,wifi client
90649,end-device,wifi client
90650,end-device,nat
90651,server,nas server
90656,end-device,wifi client
90660,server,
90674,end-device,wifi client
90685,server,metacentrum
90690,end-device,
90697,end-device,workstation
90706,server,metacentrum
90726,end-device,wifi client
